Date,Barrel_oil_£
2004-12-27,22.646140000000003
2004-12-20,22.964764000000002
2004-12-13,23.834200000000003
2004-12-06,21.258762
2004-11-29,21.886829999999996
2004-11-22,26.099376
2004-11-15,26.080095999999998
2004-11-08,25.486552
2004-11-01,26.739790000000003
2004-10-25,28.15744
2004-10-18,30.166956
2004-10-11,30.447699
2004-10-04,29.709663000000003
2004-09-27,27.851684
2004-09-20,27.084408000000003
2004-09-13,25.430102
2004-09-06,23.810922
2004-08-30,24.775168000000004
2004-08-23,24.107394
2004-08-16,26.29907
2004-08-09,25.19978
2004-08-02,23.886825
2004-07-26,24.06372
2004-07-19,22.756975999999998
2004-07-12,22.031625000000002
2004-07-05,21.486492
2004-06-28,20.964779
2004-06-21,20.554869999999998
2004-06-14,21.083875000000003
2004-06-07,21.159035000000003
2004-05-31,20.927013
2004-05-24,21.762516
2004-05-17,22.324863
2004-05-10,23.532806
2004-05-03,22.340835
2004-04-26,21.007560000000005
2004-04-19,20.588962
2004-04-12,21.00231
2004-04-05,20.285868
2004-03-29,18.776940000000003
2004-03-22,19.676510999999998
2004-03-15,20.780255999999998
2004-03-08,20.067355
2004-03-01,20.180016
2004-02-23,19.356447999999997
2004-02-16,19.13856
2004-02-09,18.327168
2004-02-02,17.581424
2004-01-26,18.118009999999998
2004-01-19,19.129649999999998
2004-01-12,19.481385
2004-01-05,18.554848
2003-12-29,18.133152000000003
2003-12-22,18.54947
2003-12-15,18.68932
2003-12-08,18.915399999999998
2003-12-01,17.777305000000002
2003-11-24,17.653005
2003-11-17,18.561392
2003-11-10,19.182461999999997
2003-11-03,18.42362
2003-10-27,17.171989
2003-10-20,17.788368
2003-10-13,18.276076
2003-10-06,19.204379
2003-09-29,18.2704
2003-09-22,16.974848
2003-09-15,16.520736
2003-09-08,17.637653
2003-09-01,18.182848
2003-08-25,20.012223000000002
2003-08-18,20.2184
2003-08-11,19.44351
2003-08-04,20.061011999999998
2003-07-28,20.058048000000003
2003-07-21,18.626958
2003-07-14,20.083664
2003-07-07,19.180896
2003-06-30,18.242874
2003-06-23,17.746401
2003-06-16,18.519738
2003-06-09,18.319505
2003-06-02,18.818048
2003-05-26,18.064116
2003-05-19,17.828424000000002
2003-05-12,17.970638
2003-05-05,17.26956
2003-04-28,16.007812
2003-04-21,16.501784
2003-04-14,19.451185000000002
2003-04-07,17.899854
2003-03-31,18.333972
2003-03-24,19.169696000000002
2003-03-17,17.219709
2003-03-10,22.34247
2003-03-03,23.570942000000002
2003-02-24,23.2593
2003-02-17,22.525698
2003-02-10,22.7976
2003-02-03,21.525047999999998
2003-01-27,20.337218999999997
2003-01-20,20.384000000000004
2003-01-13,21.024199999999997
2003-01-06,19.70496
2002-12-30,20.555911999999996
2002-12-23,20.400920000000003
2002-12-16,18.91023
2002-12-09,17.891604
2002-12-02,17.081699
2002-11-25,17.268758000000002
2002-11-18,16.936404000000003
2002-11-11,16.145279000000002
2002-11-04,16.197574
2002-10-28,17.341496
2002-10-21,17.444545
2002-10-14,19.14824
2002-10-07,18.805611
2002-09-30,18.918294000000003
2002-09-23,19.566978000000002
2002-09-16,19.045151999999998
2002-09-09,19.221488
2002-09-02,18.98001
2002-08-26,18.697896
2002-08-19,18.829950999999998
2002-08-12,19.058634
2002-08-05,17.620160000000002
2002-07-29,17.097080000000002
2002-07-22,16.948444
2002-07-15,17.647002999999998
2002-07-08,17.688876
2002-07-01,17.60492
2002-06-24,17.515406
2002-06-17,17.245178000000003
2002-06-10,17.561380000000003
2002-06-03,16.956225
2002-05-27,17.405686999999997
2002-05-20,17.751092
2002-05-13,19.334298
2002-05-06,19.119969
2002-04-29,18.120234
2002-04-22,18.586616
2002-04-15,18.223304
2002-04-08,16.328079
2002-04-01,18.291959
2002-03-25,18.453834
2002-03-18,17.78556
2002-03-11,17.20602
2002-03-04,16.773824
2002-02-25,15.79648
2002-02-18,14.706859999999999
2002-02-11,15.0199
2002-02-04,14.315716000000002
2002-01-28,14.376052
2002-01-21,14.182905
