"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 05, 2015","52.74","56.42","56.79","50.58","2.23M","-7.36%"
"Jun 28, 2015","56.93","58.84","59.69","56.50","1.24M","-4.53%"
"Jun 21, 2015","59.63","59.44","61.57","58.76","1.13M","0.03%"
"Jun 14, 2015","59.61","59.90","61.38","58.73","1.20M","-0.58%"
"Jun 07, 2015","59.96","58.96","61.82","57.86","1.80M","1.40%"
"May 31, 2015","59.13","60.29","61.58","56.83","1.83M","-1.94%"
"May 24, 2015","60.30","60.05","60.70","56.51","1.44M","0.97%"
"May 17, 2015","59.72","59.85","60.94","57.09","1.02M","0.05%"
"May 10, 2015","59.69","59.43","61.85","58.42","1.74M","0.51%"
"May 03, 2015","59.39","59.30","62.58","58.14","1.90M","0.41%"
"Apr 26, 2015","59.15","57.30","59.90","56.07","1.53M","3.50%"
"Apr 19, 2015","57.15","56.16","58.41","54.85","1.22M","2.53%"
"Apr 12, 2015","55.74","51.81","57.42","51.47","1.96M","7.94%"
"Apr 05, 2015","51.64","49.47","54.13","49.47","2.27M","5.09%"
"Mar 29, 2015","49.14","48.57","50.45","47.05","1.63M","0.55%"
"Mar 22, 2015","48.87","46.41","52.48","45.33","1.90M","6.89%"
"Mar 15, 2015","45.72","44.81","46.53","42.03","1.06M","1.96%"
"Mar 08, 2015","44.84","49.60","50.79","44.75","1.96M","-9.61%"
"Mar 01, 2015","49.61","49.45","52.40","48.71","2.04M","-0.30%"
"Feb 22, 2015","49.76","50.75","51.28","47.80","2.06M","-1.15%"
"Feb 15, 2015","50.34","52.75","54.15","49.15","932.15K","-4.62%"
"Feb 08, 2015","52.78","52.01","53.99","48.05","2.56M","2.11%"
"Feb 01, 2015","51.69","47.59","54.24","46.67","2.92M","7.15%"
"Jan 25, 2015","48.24","45.20","48.35","43.58","1.74M","5.81%"
"Jan 18, 2015","45.59","48.69","49.09","45.21","1.19M","-6.37%"
"Jan 11, 2015","48.69","48.19","51.27","44.20","2.04M","0.68%"
"Jan 04, 2015","48.36","52.61","52.73","46.83","2.07M","-8.22%"
"Dec 28, 2014","52.69","55.05","55.74","52.03","962.16K","-3.73%"
"Dec 21, 2014","54.73","57.75","58.53","54.51","853.49K","-3.17%"
"Dec 14, 2014","56.52","57.07","58.98","53.60","1.43M","-2.23%"
"Dec 07, 2014","57.81","65.46","65.55","57.34","1.92M","-12.20%"
"Nov 30, 2014","65.84","66.00","69.54","63.72","1.67M","-0.47%"
"Nov 23, 2014","66.15","76.62","77.02","65.69","1.30M","-13.54%"
"Nov 16, 2014","76.51","75.93","77.83","73.88","885.52K","0.91%"
"Nov 09, 2014","75.82","78.50","79.85","73.25","1.80M","-3.60%"
"Nov 02, 2014","78.65","80.59","80.98","75.84","1.87M","-2.35%"
"Oct 26, 2014","80.54","81.27","82.88","79.44","1.36M","-0.58%"
"Oct 19, 2014","81.01","83.13","84.05","80.05","1.09M","-2.10%"
"Oct 12, 2014","82.75","85.20","85.87","79.78","1.85M","-3.58%"
"Oct 05, 2014","85.82","89.77","90.74","83.59","1.69M","-4.37%"
"Sep 28, 2014","89.74","93.35","94.90","88.18","1.87M","-4.06%"
"Sep 21, 2014","93.54","92.22","93.86","90.58","1.06M","1.22%"
"Sep 14, 2014","92.41","92.13","95.19","90.63","1.12M","0.15%"
"Sep 07, 2014","92.27","93.49","93.94","90.43","1.55M","-1.09%"
"Aug 31, 2014","93.29","95.81","95.91","92.68","1.13M","-2.78%"
"Aug 24, 2014","95.96","93.34","96.00","93.05","985.87K","2.47%"
"Aug 17, 2014","93.65","97.10","97.16","92.50","707.27K","-3.80%"
"Aug 10, 2014","97.35","97.54","98.58","95.26","1.36M","-0.31%"
"Aug 03, 2014","97.65","97.67","98.67","96.55","1.26M","-0.23%"
"Jul 27, 2014","97.88","101.87","102.10","97.09","1.33M","-4.12%"
"Jul 20, 2014","102.09","102.97","105.25","101.00","910.15K","-1.01%"
"Jul 13, 2014","103.13","100.46","103.94","99.01","1.34M","2.28%"
"Jul 06, 2014","100.83","104.06","104.20","100.44","1.20M","-3.10%"
"Jun 29, 2014","104.06","105.69","106.09","103.67","847.02K","-1.59%"
"Jun 22, 2014","105.74","107.42","107.50","105.03","924.44K","-1.42%"
"Jun 15, 2014","107.26","106.88","107.73","105.32","788.81K","0.33%"
"Jun 08, 2014","106.91","102.78","107.68","102.62","1.27M","4.14%"
"Jun 01, 2014","102.66","102.92","103.69","101.60","925.95K","-0.05%"
"May 25, 2014","102.71","104.34","104.50","102.40","788.76K","-1.57%"
"May 18, 2014","104.35","102.13","104.50","101.97","761.30K","2.28%"
"May 11, 2014","102.02","100.12","102.65","99.93","1.12M","2.03%"
"May 04, 2014","99.99","99.96","101.18","98.91","1.26M","0.23%"
"Apr 27, 2014","99.76","100.49","102.20","98.74","1.18M","-0.83%"
"Apr 20, 2014","100.60","104.54","104.77","100.48","836.11K","-3.55%"
"Apr 13, 2014","104.30","103.56","104.99","102.91","923.80K","0.54%"
"Apr 06, 2014","103.74","100.91","104.44","99.92","1.36M","2.57%"
"Mar 30, 2014","101.14","101.69","101.97","98.86","1.03M","-0.52%"
"Mar 23, 2014","101.67","99.49","102.24","98.80","948.62K","2.22%"
"Mar 16, 2014","99.46","99.39","100.82","97.37","755.38K","0.58%"
"Mar 09, 2014","98.89","102.75","102.82","97.55","1.43M","-3.60%"
"Mar 02, 2014","102.58","103.00","105.22","100.13","1.29M","-0.01%"
"Feb 23, 2014","102.59","102.29","103.45","101.02","936.36K","0.38%"
"Feb 16, 2014","102.20","100.32","103.80","100.23","503.06K","1.89%"
"Feb 09, 2014","100.30","100.05","101.38","99.11","1.26M","0.42%"
"Feb 02, 2014","99.88","97.40","100.24","96.26","1.24M","2.45%"
"Jan 26, 2014","97.49","96.90","98.59","95.21","1.09M","0.88%"
"Jan 19, 2014","96.64","94.00","97.84","93.43","801.73K","2.41%"
"Jan 12, 2014","94.37","92.83","94.94","91.43","1.00M","1.78%"
"Jan 05, 2014","92.72","94.18","94.59","91.24","1.12M","-1.32%"
"Dec 29, 2013","93.96","100.15","100.42","93.86","699.03K","-6.34%"
"Dec 22, 2013","100.32","99.20","100.75","98.53","352.01K","1.01%"
"Dec 15, 2013","99.32","96.55","99.40","96.21","567.20K","2.82%"
"Dec 08, 2013","96.60","97.66","98.75","96.26","1.19M","-1.08%"
"Dec 01, 2013","97.65","92.71","98.07","92.56","1.32M","5.32%"
"Nov 24, 2013","92.72","94.15","94.69","91.77","805.12K","-2.24%"
"Nov 17, 2013","94.84","93.78","95.63","92.43","808.33K","1.07%"
"Nov 10, 2013","93.84","94.45","95.38","92.51","1.38M","-0.80%"
"Nov 03, 2013","94.60","94.52","95.40","93.07","1.23M","-0.01%"
"Oct 27, 2013","94.61","97.88","98.82","94.36","1.22M","-3.31%"
"Oct 20, 2013","97.85","100.63","100.95","95.95","919.12K","-2.94%"
"Oct 13, 2013","100.81","101.37","102.97","100.03","1.03M","-1.19%"
"Oct 06, 2013","102.02","103.45","104.08","100.60","1.34M","-1.75%"
"Sep 29, 2013","103.84","102.46","104.38","101.05","1.14M","0.94%"
"Sep 22, 2013","102.87","104.89","105.12","102.20","1.14M","-1.73%"
"Sep 15, 2013","104.68","107.50","108.99","104.32","966.73K","-3.26%"
"Sep 08, 2013","108.21","110.28","110.46","106.39","1.29M","-2.10%"
"Sep 01, 2013","110.53","107.07","110.70","104.21","967.15K","2.68%"
"Aug 25, 2013","107.65","106.91","112.24","105.56","1.29M","1.16%"
"Aug 18, 2013","106.42","107.78","107.80","103.50","866.14K","-0.97%"
"Aug 11, 2013","107.46","105.84","108.17","105.03","1.24M","1.41%"
"Aug 04, 2013","105.97","106.84","107.69","102.22","1.40M","-0.91%"
"Jul 28, 2013","106.94","104.61","108.82","102.67","1.26M","2.14%"
"Jul 21, 2013","104.70","108.34","108.79","103.90","1.03M","-3.10%"
"Jul 14, 2013","108.05","106.05","109.32","104.65","992.85K","1.98%"
"Jul 07, 2013","105.95","103.95","107.45","102.13","1.50M","2.64%"
"Jun 30, 2013","103.22","96.58","103.68","96.07","1.12M","6.90%"
"Jun 23, 2013","96.56","93.85","97.82","92.67","1.39M","3.06%"
"Jun 16, 2013","93.69","97.85","99.01","93.12","867.35K","-4.25%"
"Jun 09, 2013","97.85","96.09","98.25","94.04","1.20M","1.90%"
"Jun 02, 2013","96.03","91.73","96.39","91.26","1.46M","4.41%"
"May 26, 2013","91.97","93.89","95.92","91.56","1.10M","-2.32%"
"May 19, 2013","94.15","95.93","97.11","92.21","982.74K","-1.95%"
"May 12, 2013","96.02","95.76","96.45","92.13","1.41M","-0.02%"
"May 05, 2013","96.04","95.58","97.17","93.37","1.43M","0.45%"
"Apr 28, 2013","95.61","92.70","96.04","90.11","1.43M","2.81%"
"Apr 21, 2013","93.00","87.96","93.87","87.55","1.09M","5.67%"
"Apr 14, 2013","88.01","90.95","90.98","85.61","1.27M","-3.59%"
"Apr 07, 2013","91.29","93.02","94.82","90.27","1.24M","-1.52%"
"Mar 31, 2013","92.70","97.36","97.80","91.91","1.33M","-4.66%"
"Mar 24, 2013","97.23","93.72","97.35","93.70","867.16K","3.76%"
"Mar 17, 2013","93.71","93.26","94.09","91.76","692.56K","0.28%"
"Mar 10, 2013","93.45","91.83","93.84","90.89","1.08M","1.63%"
"Mar 03, 2013","91.95","90.71","92.03","89.33","1.14M","1.40%"
"Feb 24, 2013","90.68","93.23","94.46","90.04","1.12M","-2.63%"
"Feb 17, 2013","93.13","95.97","97.07","92.44","639.29K","-2.85%"
"Feb 10, 2013","95.86","95.79","98.11","94.97","1.17M","0.15%"
"Feb 03, 2013","95.72","97.72","97.76","95.04","1.17M","-2.10%"
"Jan 27, 2013","97.77","96.04","98.24","95.47","1.13M","1.97%"
"Jan 20, 2013","95.88","95.25","96.92","94.95","772.87K","0.33%"
"Jan 13, 2013","95.56","93.74","96.04","92.95","1.04M","2.14%"
"Jan 06, 2013","93.56","93.21","94.70","92.42","1.10M","0.50%"
"Dec 30, 2012","93.09","90.41","93.87","90.00","723.95K","2.52%"
"Dec 23, 2012","90.80","88.60","91.49","88.20","474.26K","2.41%"
"Dec 16, 2012","88.66","86.88","90.54","86.48","645.68K","2.23%"
"Dec 09, 2012","86.73","85.98","87.68","85.21","1.18M","0.93%"
"Dec 02, 2012","85.93","88.85","90.33","85.68","1.18M","-3.35%"
"Nov 25, 2012","88.91","88.21","88.99","85.36","1.10M","0.71%"
"Nov 18, 2012","88.28","87.30","89.80","86.17","895.63K","1.86%"
"Nov 11, 2012","86.67","86.19","87.01","84.57","1.11M","0.70%"
"Nov 04, 2012","86.07","84.65","89.22","84.05","1.57M","1.43%"
"Oct 28, 2012","84.86","86.43","87.42","84.66","959.02K","-1.65%"
"Oct 21, 2012","86.28","89.52","90.80","84.94","1.05M","-4.19%"
"Oct 14, 2012","90.05","91.63","93.05","89.79","1.04M","-1.97%"
"Oct 07, 2012","91.86","89.85","93.66","88.21","1.38M","2.20%"
"Sep 30, 2012","89.88","92.15","93.33","87.70","1.30M","-2.51%"
"Sep 23, 2012","92.19","93.18","93.20","88.95","1.15M","-0.75%"
"Sep 16, 2012","92.89","99.15","99.52","90.66","848.69K","-6.17%"
"Sep 09, 2012","99.00","96.24","100.42","95.34","1.23M","2.68%"
"Sep 02, 2012","96.42","96.38","97.71","94.08","1.11M","-0.05%"
"Aug 26, 2012","96.47","96.67","97.72","93.95","1.06M","0.33%"
"Aug 19, 2012","96.15","96.36","98.29","95.02","793.20K","0.15%"
"Aug 12, 2012","96.01","93.25","96.28","92.05","1.14M","3.38%"
"Aug 05, 2012","92.87","91.34","94.72","90.63","1.21M","1.61%"
"Jul 29, 2012","91.40","90.14","91.74","86.92","1.36M","1.41%"
"Jul 22, 2012","90.13","91.61","91.64","86.84","1.33M","-1.43%"
"Jul 15, 2012","91.44","87.13","92.94","86.41","803.78K","4.98%"
"Jul 08, 2012","87.10","84.20","87.61","83.65","1.36M","3.14%"
"Jul 01, 2012","84.45","84.65","88.98","82.10","1.30M","-0.60%"
"Jun 24, 2012","84.96","80.20","85.34","77.28","1.50M","6.52%"
"Jun 17, 2012","79.76","85.09","85.60","77.56","1.03M","-5.08%"
"Jun 10, 2012","84.03","85.72","86.64","81.07","1.49M","-0.08%"
"Jun 03, 2012","84.10","82.96","87.03","81.21","1.51M","1.05%"
"May 27, 2012","83.23","91.00","92.21","82.29","1.31M","-8.40%"
"May 20, 2012","90.86","91.27","93.06","89.28","795.57K","-0.68%"
"May 13, 2012","91.48","95.79","95.83","90.93","1.34M","-4.84%"
"May 06, 2012","96.13","98.05","98.24","95.17","1.51M","-2.40%"
"Apr 29, 2012","98.49","104.93","106.43","97.51","1.47M","-6.14%"
"Apr 22, 2012","104.93","103.82","105.00","101.82","1.06M","1.82%"
"Apr 15, 2012","103.05","102.80","105.07","101.67","840.27K","0.21%"
"Apr 08, 2012","102.83","102.53","104.24","100.68","1.30M","-0.46%"
"Apr 01, 2012","103.31","103.27","105.49","101.08","1.07M","0.28%"
"Mar 25, 2012","103.02","106.79","107.73","102.13","1.24M","-3.60%"
"Mar 18, 2012","106.87","107.18","108.25","104.50","945.14K","-0.18%"
"Mar 11, 2012","107.06","107.50","107.56","103.78","1.36M","-0.32%"
"Mar 04, 2012","107.40","106.75","108.20","104.35","1.49M","0.66%"
"Feb 26, 2012","106.70","109.67","110.55","104.84","1.60M","-2.80%"
"Feb 19, 2012","109.77","104.65","109.95","104.26","867.68K","6.33%"
"Feb 12, 2012","103.24","99.33","104.14","99.09","1.19M","4.63%"
"Feb 05, 2012","98.67","97.74","100.18","95.84","1.63M","0.85%"
"Jan 29, 2012","97.84","100.00","101.29","95.44","1.53M","-1.73%"
"Jan 22, 2012","99.56","98.34","101.39","97.40","1.32M","1.12%"
"Jan 15, 2012","98.46","98.95","102.06","97.91","746.50K","-0.24%"
"Jan 08, 2012","98.70","101.92","103.41","97.70","1.62M","-2.82%"
"Jan 01, 2012","101.56","99.70","103.74","99.65","1.13M","2.76%"
"Dec 25, 2011","98.83","99.92","101.77","98.30","596.87K","-0.85%"
"Dec 18, 2011","99.68","93.76","100.23","92.54","616.74K","6.58%"
"Dec 11, 2011","93.53","99.58","101.25","92.52","1.52M","-5.91%"
"Dec 04, 2011","99.41","101.23","102.44","97.36","1.45M","-1.54%"
"Nov 27, 2011","100.96","97.50","101.75","97.13","1.46M","4.33%"
"Nov 20, 2011","96.77","97.54","98.70","94.99","1.07M","-0.66%"
"Nov 13, 2011","97.41","99.30","103.37","96.64","1.32M","-1.60%"
"Nov 06, 2011","98.99","94.40","99.40","93.23","1.71M","5.02%"
"Oct 30, 2011","94.26","93.53","94.93","89.17","1.44M","1.01%"
"Oct 23, 2011","93.32","87.05","94.65","87.00","1.99M","6.77%"
"Oct 16, 2011","87.40","87.48","89.51","84.10","870.90K","0.69%"
"Oct 09, 2011","86.80","82.75","87.42","82.75","1.56M","4.60%"
"Oct 02, 2011","82.98","78.92","84.00","74.95","1.92M","4.77%"
"Sep 25, 2011","79.20","79.64","84.77","77.11","1.64M","-0.81%"
"Sep 18, 2011","79.85","87.75","87.99","77.55","1.35M","-9.22%"
"Sep 11, 2011","87.96","86.70","90.52","85.00","1.56M","0.83%"
"Sep 04, 2011","87.24","86.46","90.48","83.20","1.32M","0.91%"
"Aug 28, 2011","86.45","85.33","89.90","85.11","1.43M","1.27%"
"Aug 21, 2011","85.37","82.42","86.59","81.13","1.32M","3.78%"
"Aug 14, 2011","82.26","85.59","89.00","79.17","1.49M","-3.65%"
"Aug 07, 2011","85.38","85.71","87.37","75.71","2.50M","-1.73%"
"Jul 31, 2011","86.88","96.20","98.60","82.87","2.13M","-9.22%"
"Jul 24, 2011","95.70","99.76","100.62","94.95","1.36M","-4.18%"
"Jul 17, 2011","99.87","97.37","100.19","94.69","894.54K","2.70%"
"Jul 10, 2011","97.24","96.10","99.21","93.55","1.68M","1.08%"
"Jul 03, 2011","96.20","94.98","99.42","94.34","1.25M","1.33%"
"Jun 26, 2011","94.94","91.16","95.84","89.61","1.45M","4.15%"
"Jun 19, 2011","91.16","92.80","95.70","89.69","1.30M","-1.99%"
"Jun 12, 2011","93.01","98.77","99.95","91.84","1.82M","-6.32%"
"Jun 05, 2011","99.29","100.42","102.44","97.74","1.91M","-0.93%"
"May 29, 2011","100.22","100.69","103.39","98.12","1.44M","-0.37%"
"May 22, 2011","100.59","99.68","101.90","96.37","1.54M","1.11%"
"May 15, 2011","99.49","99.36","100.99","95.02","1.20M","-0.16%"
"May 08, 2011","99.65","98.11","104.60","95.25","2.32M","2.54%"
"May 01, 2011","97.18","113.89","114.83","94.63","2.22M","-14.70%"
"Apr 24, 2011","113.93","112.34","114.18","110.71","1.29M","1.46%"
"Apr 17, 2011","112.29","109.43","112.48","105.50","707.27K","2.40%"
"Apr 10, 2011","109.66","113.28","113.46","105.31","1.95M","-2.78%"
"Apr 03, 2011","112.79","108.29","113.21","107.50","1.39M","4.49%"
"Mar 27, 2011","107.94","105.43","108.47","102.70","1.28M","2.41%"
"Mar 20, 2011","105.40","102.12","106.69","101.43","884.12K","4.28%"
"Mar 13, 2011","101.07","100.31","103.66","96.22","1.52M","-0.09%"
"Mar 06, 2011","101.16","104.65","106.95","99.01","1.95M","-3.12%"
"Feb 27, 2011","104.42","98.50","105.17","96.37","1.78M","6.68%"
"Feb 20, 2011","97.88","86.33","103.41","86.25","1.34M","13.55%"
"Feb 13, 2011","86.20","85.50","87.88","83.85","1.23M","0.72%"
"Feb 06, 2011","85.58","89.06","89.54","85.10","1.91M","-3.88%"
"Jan 30, 2011","89.03","89.97","92.84","88.40","1.79M","-0.35%"
"Jan 23, 2011","89.34","89.26","89.73","85.11","2.00M","0.26%"
"Jan 16, 2011","89.11","91.51","92.10","88.00","635.23K","-2.65%"
"Jan 09, 2011","91.54","89.00","92.39","88.13","1.91M","3.99%"
"Jan 02, 2011","88.03","91.31","92.58","87.25","1.94M","-3.67%"
"Dec 26, 2010","91.38","91.07","92.06","89.02","707.24K","-0.14%"
"Dec 19, 2010","91.51","88.18","91.63","87.26","552.76K","3.97%"
"Dec 12, 2010","88.02","87.68","89.49","86.83","1.34M","0.26%"
"Dec 05, 2010","87.79","89.44","90.76","87.10","1.81M","-1.57%"
"Nov 28, 2010","89.19","83.90","89.49","83.55","1.70M","6.48%"
"Nov 21, 2010","83.76","82.15","84.53","80.28","1.14M","2.76%"
"Nov 14, 2010","81.51","84.87","85.77","80.06","1.30M","-3.97%"
"Nov 07, 2010","84.88","87.39","88.63","84.52","1.97M","-2.27%"
"Oct 31, 2010","86.85","81.45","87.43","81.32","1.67M","6.66%"
"Oct 24, 2010","81.43","82.01","83.28","80.52","1.59M","-0.32%"
"Oct 17, 2010","81.69","81.38","83.28","79.25","1.05M","0.54%"
"Oct 10, 2010","81.25","82.95","84.12","80.75","1.58M","-1.71%"
"Oct 03, 2010","82.66","81.68","84.43","80.30","1.86M","1.32%"
"Sep 26, 2010","81.58","76.47","81.75","75.52","1.79M","6.65%"
"Sep 19, 2010","76.49","73.59","76.68","72.81","1.10M","3.84%"
"Sep 12, 2010","73.66","76.36","78.04","72.75","1.61M","-3.65%"
"Sep 05, 2010","76.45","74.30","76.73","72.63","1.57M","2.48%"
"Aug 29, 2010","74.60","75.50","75.58","71.53","1.85M","-0.76%"
"Aug 22, 2010","75.17","73.90","75.59","70.76","1.78M","2.33%"
"Aug 15, 2010","73.46","75.60","76.63","73.19","988.60K","-2.56%"
"Aug 08, 2010","75.39","80.91","81.76","75.01","1.79M","-6.58%"
"Aug 01, 2010","80.70","78.95","82.97","78.83","1.52M","2.22%"
"Jul 25, 2010","78.95","78.98","79.69","75.90","1.56M","-0.04%"
"Jul 18, 2010","78.98","75.72","79.60","75.50","1.14M","3.91%"
"Jul 11, 2010","76.01","76.30","78.15","74.25","1.63M","-0.11%"
"Jul 04, 2010","76.09","72.06","76.48","71.09","1.21M","5.48%"
"Jun 27, 2010","72.14","79.00","79.38","71.62","1.57M","-8.52%"
"Jun 20, 2010","78.86","77.50","79.19","75.17","1.09M","2.18%"
"Jun 13, 2010","77.18","74.06","78.13","74.04","1.41M","4.61%"
"Jun 06, 2010","73.78","70.35","76.30","69.51","2.13M","3.17%"
"May 30, 2010","71.51","73.97","75.42","70.73","1.72M","-3.33%"
"May 23, 2010","73.97","70.62","75.72","67.15","1.90M","5.61%"
"May 16, 2010","70.04","71.79","72.52","64.24","1.17M","-2.19%"
"May 09, 2010","71.61","76.11","78.51","70.83","2.27M","-4.66%"
"May 02, 2010","75.11","86.20","87.15","74.51","2.54M","-12.81%"
"Apr 25, 2010","86.15","85.22","86.50","81.29","1.99M","1.21%"
"Apr 18, 2010","85.12","82.92","85.19","80.53","1.34M","2.26%"
"Apr 11, 2010","83.24","85.17","86.39","82.51","1.94M","-1.98%"
"Apr 04, 2010","84.92","85.31","87.09","84.12","1.75M","0.06%"
"Mar 28, 2010","84.87","80.24","85.37","80.18","1.16M","6.09%"
"Mar 21, 2010","80.00","80.93","82.20","78.57","1.22M","-0.84%"
"Mar 14, 2010","80.68","81.13","83.09","79.13","1.21M","-0.69%"
"Mar 07, 2010","81.24","81.79","83.16","80.16","1.67M","-0.32%"
"Feb 28, 2010","81.50","79.84","82.07","78.06","1.49M","2.31%"
"Feb 21, 2010","79.66","80.10","80.51","77.05","1.31M","-0.19%"
"Feb 14, 2010","79.81","74.02","80.10","73.71","1.11M","7.66%"
"Feb 07, 2010","74.13","72.18","75.69","70.77","2.00M","4.13%"
"Jan 31, 2010","71.19","72.84","78.04","69.50","2.16M","-2.33%"
"Jan 24, 2010","72.89","74.24","75.42","72.43","1.52M","-2.21%"
"Jan 17, 2010","74.54","77.85","79.15","74.01","903.80K","-4.44%"
"Jan 10, 2010","78.00","82.88","83.95","77.70","1.51M","-5.74%"
"Jan 03, 2010","82.75","79.63","83.52","79.63","1.45M","4.27%"
"Dec 27, 2009","79.36","77.92","80.00","77.76","522.43K","1.68%"
"Dec 20, 2009","78.05","73.05","78.25","71.99","530.89K","6.39%"
"Dec 13, 2009","73.36","69.63","74.69","68.59","1.13M","4.99%"
"Dec 06, 2009","69.87","75.80","76.10","69.46","2.06M","-7.42%"
"Nov 29, 2009","75.47","76.05","79.04","74.85","1.77M","-0.76%"
"Nov 22, 2009","76.05","77.80","79.92","72.39","1.43M","-0.87%"
"Nov 15, 2009","76.72","76.58","80.33","76.20","1.14M","0.48%"
"Nov 08, 2009","76.35","77.87","80.51","75.57","1.74M","-1.39%"
"Nov 01, 2009","77.43","77.02","81.06","76.55","1.76M","0.56%"
"Oct 25, 2009","77.00","79.65","81.58","76.85","1.87M","-4.35%"
"Oct 18, 2009","80.50","78.56","82.00","77.64","1.16M","2.51%"
"Oct 11, 2009","78.53","72.24","78.75","72.05","1.51M","9.42%"
"Oct 04, 2009","71.77","69.81","72.55","68.05","1.73M","2.60%"
"Sep 27, 2009","69.95","66.15","71.39","65.41","1.51M","5.95%"
"Sep 20, 2009","66.02","71.78","72.20","65.05","1.15M","-8.36%"
"Sep 13, 2009","72.04","69.15","73.16","68.02","1.24M","3.97%"
"Sep 06, 2009","69.29","67.87","72.90","67.54","1.43M","1.87%"
"Aug 30, 2009","68.02","71.00","73.36","67.05","1.35M","-6.49%"
"Aug 23, 2009","72.74","73.75","75.00","69.83","1.30M","-1.56%"
"Aug 16, 2009","73.89","67.69","74.72","65.23","856.18K","9.45%"
"Aug 09, 2009","67.51","70.67","72.21","67.12","1.68M","-4.82%"
"Aug 02, 2009","70.93","69.30","72.84","69.09","1.61M","2.13%"
"Jul 26, 2009","69.45","68.05","69.74","62.70","1.59M","2.06%"
"Jul 19, 2009","68.05","63.38","68.20","63.19","1.02M","7.06%"
"Jul 12, 2009","63.56","59.86","63.99","58.32","1.32M","6.13%"
"Jul 05, 2009","59.89","66.49","67.17","58.72","1.43M","-10.25%"
"Jun 28, 2009","66.73","69.25","73.38","66.26","1.11M","-3.51%"
"Jun 21, 2009","69.16","69.89","71.29","66.25","1.02M","-0.56%"
"Jun 14, 2009","69.55","72.20","72.77","68.90","1.07M","-3.46%"
"Jun 07, 2009","72.04","68.32","73.23","66.78","1.49M","5.26%"
"May 31, 2009","68.44","66.48","70.32","64.95","1.46M","3.21%"
"May 24, 2009","66.31","61.50","66.64","59.53","1.07M","7.52%"
"May 17, 2009","61.67","56.47","62.26","56.12","869.41K","9.46%"
"May 10, 2009","56.34","58.49","60.08","56.07","1.38M","-3.91%"
"May 03, 2009","58.63","52.62","58.75","52.56","1.47M","10.21%"
"Apr 26, 2009","53.20","51.45","53.65","48.01","1.14M","3.20%"
"Apr 19, 2009","51.55","50.16","51.75","43.83","810.64K","2.42%"
"Apr 12, 2009","50.33","52.00","52.15","48.84","1.14M","-3.66%"
"Apr 05, 2009","52.24","52.40","53.60","47.37","1.13M","-0.51%"
"Mar 29, 2009","52.51","52.25","53.90","47.26","1.18M","0.25%"
"Mar 22, 2009","52.38","52.13","54.66","51.62","1.10M","2.59%"
"Mar 15, 2009","51.06","45.20","52.25","43.62","702.27K","10.40%"
"Mar 08, 2009","46.25","45.76","48.83","42.08","1.56M","1.60%"
"Mar 01, 2009","45.52","44.34","46.30","39.44","1.34M","1.70%"
"Feb 22, 2009","44.76","39.73","45.30","37.65","1.41M","14.95%"
"Feb 15, 2009","38.94","37.81","39.85","34.13","335.67K","3.81%"
"Feb 08, 2009","37.51","39.88","42.43","33.55","1.60M","-6.62%"
"Feb 01, 2009","40.17","41.75","42.68","38.60","1.51M","-3.62%"
"Jan 25, 2009","41.68","46.05","48.59","40.18","1.36M","-10.31%"
"Jan 18, 2009","46.47","36.14","47.00","32.70","892.11K","27.28%"
"Jan 11, 2009","36.51","40.55","40.80","33.20","1.20M","-10.58%"
"Jan 04, 2009","40.83","47.04","50.47","39.38","1.49M","-11.89%"
"Dec 28, 2008","46.34","38.40","46.74","36.94","661.14K","22.89%"
"Dec 21, 2008","37.71","42.79","43.44","35.13","453.27K","11.34%"
"Dec 14, 2008","33.87","46.77","50.05","32.40","811.15K","-26.82%"
"Dec 07, 2008","46.28","41.64","49.12","41.55","1.50M","13.40%"
"Nov 30, 2008","40.81","54.62","54.62","40.50","1.23M","-25.02%"
"Nov 23, 2008","54.43","50.97","55.98","48.80","834.07K","9.01%"
"Nov 16, 2008","49.93","56.74","58.98","48.25","941.20K","-12.46%"
"Nov 09, 2008","57.04","61.80","65.56","54.67","1.37M","-6.55%"
"Nov 02, 2008","61.04","67.37","71.77","59.97","1.37M","-9.98%"
"Oct 26, 2008","67.81","64.78","70.60","61.30","1.31M","5.71%"
"Oct 19, 2008","64.15","72.16","76.12","62.65","944.99K","-10.72%"
"Oct 12, 2008","71.85","80.12","84.83","68.57","1.12M","-7.53%"
"Oct 05, 2008","77.70","92.50","93.02","77.09","1.58M","-17.23%"
"Sep 28, 2008","93.88","106.89","106.91","91.30","1.24M","-12.17%"
"Sep 21, 2008","106.89","104.97","130.00","103.22","1.00M","2.24%"
"Sep 14, 2008","104.55","101.00","105.25","90.51","1.43M","3.33%"
"Sep 07, 2008","101.18","107.75","109.89","99.99","1.57M","-4.75%"
"Aug 31, 2008","106.23","116.65","118.60","105.13","1.15M","-7.99%"
"Aug 24, 2008","115.46","114.69","120.50","112.36","1.24M","0.76%"
"Aug 17, 2008","114.59","113.94","122.04","111.64","958.02K","0.72%"
"Aug 10, 2008","113.77","115.20","117.46","111.34","1.47M","-1.24%"
"Aug 03, 2008","115.20","125.98","126.35","114.62","1.52M","-7.91%"
"Jul 27, 2008","125.10","123.41","128.60","120.42","1.33M","1.49%"
"Jul 20, 2008","123.26","128.88","132.07","122.50","956.65K","-4.36%"
