"Date","Price","Open","High","Low","Change %"
"Apr 26, 2015","0.6604","0.6592","0.6620","0.6452","0.30%"
"Apr 19, 2015","0.6584","0.6685","0.6732","0.6583","-1.50%"
"Apr 12, 2015","0.6684","0.6833","0.6865","0.6643","-2.21%"
"Apr 05, 2015","0.6835","0.6704","0.6856","0.6675","1.98%"
"Mar 29, 2015","0.6702","0.6716","0.6784","0.6691","-0.30%"
"Mar 22, 2015","0.6722","0.6676","0.6760","0.6670","0.51%"
"Mar 15, 2015","0.6688","0.6777","0.6833","0.6601","-1.39%"
"Mar 08, 2015","0.6782","0.6649","0.6804","0.6605","1.98%"
"Mar 01, 2015","0.6650","0.6474","0.6654","0.6472","2.64%"
"Feb 22, 2015","0.6479","0.6495","0.6523","0.6429","-0.22%"
"Feb 15, 2015","0.6493","0.6490","0.6530","0.6460","-0.02%"
"Feb 08, 2015","0.6494","0.6555","0.6580","0.6484","-0.99%"
"Feb 01, 2015","0.6559","0.6628","0.6672","0.6514","-1.16%"
"Jan 25, 2015","0.6636","0.6672","0.6678","0.6568","-0.52%"
"Jan 18, 2015","0.6671","0.6593","0.6689","0.6573","1.06%"
"Jan 11, 2015","0.6601","0.6586","0.6634","0.6550","0.08%"
"Jan 04, 2015","0.6596","0.6522","0.6652","0.6520","1.10%"
"Dec 28, 2014","0.6524","0.6424","0.6525","0.6402","1.49%"
"Dec 21, 2014","0.6428","0.6403","0.6458","0.6383","0.48%"
"Dec 14, 2014","0.6397","0.6361","0.6433","0.6335","0.57%"
"Dec 07, 2014","0.6361","0.6415","0.6435","0.6346","-0.87%"
"Nov 30, 2014","0.6417","0.6390","0.6424","0.6344","0.42%"
"Nov 23, 2014","0.6390","0.6386","0.6406","0.6319","0.03%"
"Nov 16, 2014","0.6388","0.6381","0.6415","0.6355","0.09%"
"Nov 09, 2014","0.6382","0.6299","0.6414","0.6272","1.30%"
"Nov 02, 2014","0.6300","0.6259","0.6333","0.6241","0.78%"
"Oct 26, 2014","0.6251","0.6213","0.6273","0.6179","0.58%"
"Oct 19, 2014","0.6215","0.6214","0.6253","0.6178","0.03%"
"Oct 12, 2014","0.6213","0.6220","0.6300","0.6201","-0.11%"
"Oct 05, 2014","0.6220","0.6265","0.6273","0.6163","-0.70%"
"Sep 28, 2014","0.6264","0.6155","0.6269","0.6140","1.77%"
"Sep 21, 2014","0.6155","0.6139","0.6159","0.6092","0.26%"
"Sep 14, 2014","0.6139","0.6145","0.6188","0.6050","-0.13%"
"Sep 07, 2014","0.6147","0.6173","0.6230","0.6144","0.36%"
"Aug 31, 2014","0.6125","0.6026","0.6141","0.6008","1.66%"
"Aug 24, 2014","0.6025","0.6035","0.6050","0.6018","-0.17%"
"Aug 17, 2014","0.6035","0.5979","0.6038","0.5974","0.77%"
"Aug 10, 2014","0.5989","0.5958","0.6004","0.5937","0.47%"
"Aug 03, 2014","0.5961","0.5945","0.5965","0.5920","0.27%"
"Jul 27, 2014","0.5945","0.5891","0.5946","0.5881","0.92%"
"Jul 20, 2014","0.5891","0.5851","0.5896","0.5848","0.67%"
"Jul 13, 2014","0.5852","0.5842","0.5871","0.5817","0.22%"
"Jul 06, 2014","0.5839","0.5827","0.5854","0.5823","0.21%"
"Jun 29, 2014","0.5827","0.5871","0.5879","0.5820","-0.73%"
"Jun 22, 2014","0.5870","0.5877","0.5899","0.5865","-0.14%"
"Jun 15, 2014","0.5878","0.5892","0.5909","0.5861","-0.29%"
"Jun 08, 2014","0.5895","0.5950","0.5975","0.5885","-0.94%"
"Jun 01, 2014","0.5951","0.5962","0.5988","0.5936","-0.30%"
"May 25, 2014","0.5969","0.5939","0.5990","0.5923","0.51%"
"May 18, 2014","0.5939","0.5948","0.5951","0.5909","-0.13%"
"May 11, 2014","0.5947","0.5935","0.5977","0.5916","0.20%"
"May 04, 2014","0.5935","0.5928","0.5941","0.5883","0.12%"
"Apr 27, 2014","0.5928","0.5952","0.5960","0.5909","-0.37%"
"Apr 20, 2014","0.5950","0.5957","0.5967","0.5938","0.00%"
"Apr 13, 2014","0.5950","0.5984","0.5995","0.5937","-0.45%"
"Apr 06, 2014","0.5977","0.6034","0.6037","0.5945","-0.90%"
"Mar 30, 2014","0.6031","0.6006","0.6040","0.5994","0.35%"
"Mar 23, 2014","0.6010","0.6065","0.6076","0.6006","-0.92%"
"Mar 16, 2014","0.6066","0.6008","0.6069","0.5999","0.97%"
"Mar 09, 2014","0.6008","0.5982","0.6037","0.5971","0.43%"
"Mar 02, 2014","0.5982","0.5971","0.6009","0.5957","0.17%"
"Feb 23, 2014","0.5972","0.6016","0.6031","0.5963","-0.76%"
"Feb 16, 2014","0.6018","0.5971","0.6020","0.5945","0.79%"
"Feb 09, 2014","0.5971","0.6093","0.6105","0.5968","-2.00%"
"Feb 02, 2014","0.6093","0.6080","0.6154","0.6080","0.13%"
"Jan 26, 2014","0.6085","0.6068","0.6089","0.6016","0.30%"
"Jan 19, 2014","0.6067","0.6089","0.6100","0.6000","-0.36%"
"Jan 12, 2014","0.6089","0.6069","0.6132","0.6058","0.36%"
"Jan 05, 2014","0.6067","0.6093","0.6121","0.6054","-0.39%"
"Dec 29, 2013","0.6091","0.6072","0.6100","0.6024","0.38%"
"Dec 22, 2013","0.6068","0.6123","0.6136","0.6032","-0.88%"
"Dec 15, 2013","0.6122","0.6134","0.6165","0.6066","-0.23%"
"Dec 08, 2013","0.6136","0.6118","0.6149","0.6072","0.33%"
"Dec 01, 2013","0.6116","0.6111","0.6136","0.6082","0.10%"
"Nov 24, 2013","0.6110","0.6162","0.6199","0.6103","-0.86%"
"Nov 17, 2013","0.6163","0.6203","0.6228","0.6163","-0.64%"
"Nov 10, 2013","0.6203","0.6245","0.6308","0.6198","-0.64%"
"Nov 03, 2013","0.6243","0.6280","0.6288","0.6204","-0.57%"
"Oct 27, 2013","0.6279","0.6187","0.6286","0.6170","1.50%"
"Oct 20, 2013","0.6186","0.6182","0.6206","0.6151","0.02%"
"Oct 13, 2013","0.6185","0.6269","0.6292","0.6164","-1.32%"
"Oct 06, 2013","0.6268","0.6242","0.6283","0.6201","0.34%"
"Sep 29, 2013","0.6247","0.6203","0.6248","0.6149","0.82%"
"Sep 22, 2013","0.6196","0.6240","0.6268","0.6193","-0.83%"
"Sep 15, 2013","0.6248","0.6300","0.6300","0.6187","-0.81%"
"Sep 08, 2013","0.6299","0.6395","0.6408","0.6294","-1.55%"
"Sep 01, 2013","0.6398","0.6446","0.6450","0.6376","-0.78%"
"Aug 25, 2013","0.6448","0.6419","0.6482","0.6405","0.39%"
"Aug 18, 2013","0.6423","0.6400","0.6435","0.6361","0.39%"
"Aug 11, 2013","0.6398","0.6450","0.6484","0.6387","-0.84%"
"Aug 04, 2013","0.6452","0.6539","0.6576","0.6420","-1.36%"
"Jul 28, 2013","0.6541","0.6502","0.6622","0.6487","0.62%"
"Jul 21, 2013","0.6501","0.6545","0.6555","0.6478","-0.75%"
"Jul 14, 2013","0.6550","0.6614","0.6655","0.6543","-1.04%"
"Jul 07, 2013","0.6619","0.6705","0.6751","0.6568","-1.44%"
"Jun 30, 2013","0.6716","0.6579","0.6730","0.6534","2.18%"
"Jun 23, 2013","0.6573","0.6492","0.6594","0.6460","1.34%"
"Jun 16, 2013","0.6486","0.6363","0.6507","0.6348","1.85%"
"Jun 09, 2013","0.6368","0.6440","0.6453","0.6354","-0.93%"
"Jun 02, 2013","0.6428","0.6577","0.6583","0.6375","-2.31%"
"May 26, 2013","0.6580","0.6606","0.6663","0.6560","-0.47%"
"May 19, 2013","0.6611","0.6590","0.6661","0.6543","0.29%"
"May 12, 2013","0.6592","0.6506","0.6597","0.6499","1.28%"
"May 05, 2013","0.6509","0.6421","0.6531","0.6410","1.37%"
"Apr 28, 2013","0.6421","0.6457","0.6464","0.6407","-0.62%"
"Apr 21, 2013","0.6461","0.6563","0.6580","0.6452","-1.60%"
"Apr 14, 2013","0.6566","0.6517","0.6572","0.6499","0.72%"
"Apr 07, 2013","0.6519","0.6522","0.6563","0.6488","-0.02%"
"Mar 31, 2013","0.6520","0.6579","0.6652","0.6508","-0.85%"
"Mar 24, 2013","0.6576","0.6564","0.6626","0.6551","0.17%"
"Mar 17, 2013","0.6565","0.6611","0.6655","0.6557","-0.77%"
"Mar 10, 2013","0.6616","0.6701","0.6743","0.6588","-1.30%"
"Mar 03, 2013","0.6703","0.6646","0.6718","0.6578","0.75%"
"Feb 24, 2013","0.6653","0.6633","0.6673","0.6569","1.43%"
"Feb 17, 2013","0.6559","0.6449","0.6607","0.6447","1.80%"
"Feb 10, 2013","0.6443","0.6328","0.6468","0.6324","1.77%"
"Feb 03, 2013","0.6331","0.6373","0.6398","0.6310","-0.58%"
"Jan 27, 2013","0.6368","0.6342","0.6380","0.6296","0.60%"
"Jan 20, 2013","0.6330","0.6312","0.6351","0.6291","0.48%"
"Jan 13, 2013","0.6300","0.6198","0.6308","0.6189","1.60%"
"Jan 06, 2013","0.6201","0.6221","0.6252","0.6180","-0.35%"
"Dec 30, 2012","0.6223","0.6181","0.6247","0.6104","0.63%"
"Dec 23, 2012","0.6184","0.6189","0.6290","0.6169","0.00%"
"Dec 16, 2012","0.6184","0.6184","0.6192","0.6132","-0.06%"
"Dec 09, 2012","0.6188","0.6236","0.6246","0.6180","-0.75%"
"Dec 02, 2012","0.6235","0.6244","0.6249","0.6198","-0.10%"
"Nov 25, 2012","0.6241","0.6237","0.6264","0.6225","0.03%"
"Nov 18, 2012","0.6239","0.6293","0.6297","0.6229","-0.87%"
"Nov 11, 2012","0.6294","0.6288","0.6319","0.6282","0.06%"
"Nov 04, 2012","0.6290","0.6245","0.6293","0.6232","0.79%"
"Oct 28, 2012","0.6241","0.6209","0.6248","0.6181","0.53%"
"Oct 21, 2012","0.6208","0.6244","0.6285","0.6193","-0.64%"
"Oct 14, 2012","0.6248","0.6220","0.6252","0.6180","0.42%"
"Oct 07, 2012","0.6222","0.6195","0.6260","0.6193","0.37%"
"Sep 30, 2012","0.6199","0.6191","0.6225","0.6165","0.21%"
"Sep 23, 2012","0.6186","0.6155","0.6207","0.6144","0.41%"
"Sep 16, 2012","0.6161","0.6160","0.6188","0.6130","-0.10%"
"Sep 09, 2012","0.6167","0.6243","0.6267","0.6150","-1.30%"
"Sep 02, 2012","0.6248","0.6297","0.6319","0.6236","-0.86%"
"Aug 26, 2012","0.6302","0.6322","0.6348","0.6290","-0.38%"
"Aug 19, 2012","0.6326","0.6368","0.6379","0.6283","-0.71%"
"Aug 12, 2012","0.6371","0.6379","0.6396","0.6350","-0.05%"
"Aug 05, 2012","0.6374","0.6396","0.6433","0.6368","-0.28%"
"Jul 29, 2012","0.6392","0.6351","0.6456","0.6351","0.66%"
"Jul 22, 2012","0.6350","0.6404","0.6470","0.6341","-0.81%"
"Jul 15, 2012","0.6402","0.6418","0.6445","0.6354","-0.30%"
"Jul 08, 2012","0.6421","0.6459","0.6497","0.6417","-0.54%"
"Jul 01, 2012","0.6456","0.6370","0.6468","0.6359","1.41%"
"Jun 24, 2012","0.6366","0.6415","0.6458","0.6362","-0.75%"
"Jun 17, 2012","0.6414","0.6357","0.6429","0.6337","0.82%"
"Jun 10, 2012","0.6362","0.6436","0.6471","0.6357","-1.55%"
"Jun 03, 2012","0.6462","0.6505","0.6526","0.6409","-0.72%"
"May 27, 2012","0.6509","0.6378","0.6550","0.6361","1.94%"
"May 20, 2012","0.6385","0.6323","0.6399","0.6309","1.00%"
"May 13, 2012","0.6322","0.6225","0.6357","0.6201","1.61%"
"May 06, 2012","0.6222","0.6190","0.6226","0.6172","0.52%"
"Apr 29, 2012","0.6190","0.6143","0.6196","0.6133","0.70%"
"Apr 22, 2012","0.6147","0.6198","0.6222","0.6141","-0.87%"
"Apr 15, 2012","0.6201","0.6306","0.6322","0.6191","-1.73%"
"Apr 08, 2012","0.6310","0.6291","0.6326","0.6255","0.25%"
"Apr 01, 2012","0.6294","0.6243","0.6328","0.6224","0.78%"
"Mar 25, 2012","0.6245","0.6298","0.6329","0.6235","-0.90%"
"Mar 18, 2012","0.6302","0.6310","0.6342","0.6279","-0.14%"
"Mar 11, 2012","0.6311","0.6378","0.6410","0.6304","-1.08%"
"Mar 04, 2012","0.6380","0.6314","0.6384","0.6294","1.01%"
"Feb 26, 2012","0.6316","0.6294","0.6329","0.6252","0.33%"
"Feb 19, 2012","0.6295","0.6310","0.6391","0.6289","-0.32%"
"Feb 12, 2012","0.6315","0.6337","0.6392","0.6303","-0.58%"
"Feb 05, 2012","0.6352","0.6322","0.6359","0.6277","0.49%"
"Jan 29, 2012","0.6321","0.6360","0.6389","0.6295","-0.55%"
"Jan 22, 2012","0.6356","0.6429","0.6444","0.6352","-1.03%"
"Jan 15, 2012","0.6422","0.6543","0.6546","0.6420","-1.58%"
"Jan 08, 2012","0.6525","0.6484","0.6564","0.6450","0.68%"
"Jan 01, 2012","0.6481","0.6450","0.6504","0.6381","0.70%"
"Dec 25, 2011","0.6436","0.6410","0.6510","0.6372","0.39%"
"Dec 18, 2011","0.6411","0.6433","0.6465","0.6339","-0.48%"
"Dec 11, 2011","0.6442","0.6387","0.6490","0.6386","0.89%"
"Dec 04, 2011","0.6385","0.6395","0.6426","0.6340","-0.37%"
"Nov 27, 2011","0.6409","0.6459","0.6469","0.6336","-0.99%"
"Nov 20, 2011","0.6473","0.6332","0.6484","0.6329","2.24%"
"Nov 13, 2011","0.6331","0.6218","0.6374","0.6214","1.77%"
"Nov 06, 2011","0.6221","0.6222","0.6302","0.6198","-0.27%"
"Oct 30, 2011","0.6238","0.6200","0.6299","0.6185","0.56%"
"Oct 23, 2011","0.6203","0.6270","0.6293","0.6190","-1.04%"
"Oct 16, 2011","0.6268","0.6320","0.6398","0.6259","-0.84%"
"Oct 09, 2011","0.6321","0.6426","0.6441","0.6308","-1.63%"
"Oct 02, 2011","0.6426","0.6420","0.6550","0.6391","0.14%"
"Sep 25, 2011","0.6417","0.6464","0.6480","0.6362","-0.74%"
"Sep 18, 2011","0.6465","0.6358","0.6524","0.6346","2.07%"
"Sep 11, 2011","0.6334","0.6316","0.6368","0.6294","0.60%"
"Sep 04, 2011","0.6296","0.6189","0.6312","0.6177","2.11%"
"Aug 28, 2011","0.6166","0.6124","0.6199","0.6076","0.95%"
"Aug 21, 2011","0.6108","0.6069","0.6170","0.6034","0.56%"
"Aug 14, 2011","0.6074","0.6140","0.6152","0.6017","-1.12%"
"Aug 07, 2011","0.6143","0.6072","0.6208","0.6069","0.70%"
"Jul 31, 2011","0.6100","0.6098","0.6163","0.6069","0.16%"
"Jul 24, 2011","0.6090","0.6122","0.6150","0.6071","-0.72%"
"Jul 17, 2011","0.6134","0.6204","0.6249","0.6118","-1.02%"
"Jul 10, 2011","0.6197","0.6238","0.6337","0.6175","-0.48%"
"Jul 03, 2011","0.6227","0.6224","0.6277","0.6195","0.11%"
"Jun 26, 2011","0.6220","0.6264","0.6285","0.6203","-0.72%"
"Jun 19, 2011","0.6265","0.6185","0.6275","0.6148","1.47%"
"Jun 12, 2011","0.6174","0.6159","0.6220","0.6081","0.24%"
"Jun 05, 2011","0.6159","0.6088","0.6166","0.6071","1.18%"
"May 29, 2011","0.6087","0.6066","0.6141","0.6042","0.48%"
"May 22, 2011","0.6058","0.6164","0.6227","0.6054","-1.69%"
"May 15, 2011","0.6162","0.6181","0.6209","0.6133","-0.18%"
"May 08, 2011","0.6173","0.6106","0.6193","0.6053","1.05%"
"May 01, 2011","0.6109","0.5984","0.6115","0.5973","2.04%"
"Apr 24, 2011","0.5987","0.6051","0.6087","0.5971","-1.16%"
"Apr 17, 2011","0.6057","0.6128","0.6186","0.6023","-1.14%"
"Apr 10, 2011","0.6127","0.6105","0.6162","0.6086","0.39%"
"Apr 03, 2011","0.6103","0.6208","0.6215","0.6086","-1.66%"
"Mar 27, 2011","0.6206","0.6246","0.6276","0.6190","-0.47%"
"Mar 20, 2011","0.6235","0.6163","0.6247","0.6096","1.23%"
"Mar 13, 2011","0.6159","0.6217","0.6258","0.6151","-0.96%"
"Mar 06, 2011","0.6219","0.6144","0.6260","0.6117","1.22%"
"Feb 27, 2011","0.6144","0.6206","0.6222","0.6117","-0.97%"
"Feb 20, 2011","0.6204","0.6149","0.6239","0.6145","0.78%"
"Feb 13, 2011","0.6156","0.6255","0.6258","0.6148","-1.46%"
"Feb 06, 2011","0.6247","0.6211","0.6265","0.6177","0.61%"
"Jan 30, 2011","0.6209","0.6304","0.6321","0.6142","-1.51%"
"Jan 23, 2011","0.6304","0.6250","0.6349","0.6241","0.91%"
"Jan 16, 2011","0.6247","0.6301","0.6315","0.6225","-0.90%"
"Jan 09, 2011","0.6304","0.6440","0.6463","0.6292","-1.93%"
"Jan 02, 2011","0.6428","0.6421","0.6490","0.6391","0.28%"
"Dec 26, 2010","0.6410","0.6475","0.6517","0.6383","-1.02%"
"Dec 19, 2010","0.6476","0.6449","0.6512","0.6418","0.59%"
"Dec 12, 2010","0.6438","0.6326","0.6471","0.6284","1.83%"
"Dec 05, 2010","0.6322","0.6342","0.6388","0.6304","-0.25%"
"Nov 28, 2010","0.6338","0.6411","0.6458","0.6333","-1.17%"
"Nov 21, 2010","0.6413","0.6257","0.6420","0.6216","2.51%"
"Nov 14, 2010","0.6256","0.6190","0.6313","0.6189","0.94%"
"Nov 07, 2010","0.6198","0.6174","0.6269","0.6167","0.28%"
"Oct 31, 2010","0.6181","0.6232","0.6266","0.6134","-0.85%"
"Oct 24, 2010","0.6234","0.6381","0.6384","0.6231","-2.21%"
"Oct 17, 2010","0.6375","0.6255","0.6389","0.6247","1.95%"
"Oct 10, 2010","0.6253","0.6265","0.6346","0.6208","-0.16%"
"Oct 03, 2010","0.6263","0.6326","0.6350","0.6242","-0.93%"
"Sep 26, 2010","0.6322","0.6318","0.6383","0.6279","0.02%"
"Sep 19, 2010","0.6321","0.6384","0.6451","0.6311","-1.22%"
"Sep 12, 2010","0.6399","0.6512","0.6517","0.6356","-1.77%"
"Sep 05, 2010","0.6514","0.6475","0.6538","0.6437","0.63%"
"Aug 29, 2010","0.6473","0.6436","0.6525","0.6418","0.48%"
"Aug 22, 2010","0.6442","0.6432","0.6506","0.6401","0.06%"
"Aug 15, 2010","0.6438","0.6417","0.6468","0.6366","0.42%"
"Aug 08, 2010","0.6411","0.6254","0.6426","0.6250","2.23%"
"Aug 01, 2010","0.6271","0.6358","0.6371","0.6249","-1.65%"
"Jul 25, 2010","0.6376","0.6486","0.6490","0.6360","-1.57%"
"Jul 18, 2010","0.6478","0.6539","0.6612","0.6472","-0.95%"
"Jul 11, 2010","0.6540","0.6641","0.6690","0.6462","-1.48%"
"Jul 04, 2010","0.6638","0.6578","0.6645","0.6560","0.91%"
"Jun 27, 2010","0.6578","0.6642","0.6724","0.6565","-0.90%"
"Jun 20, 2010","0.6638","0.6730","0.6808","0.6631","-1.57%"
"Jun 13, 2010","0.6744","0.6865","0.6872","0.6716","-1.91%"
"Jun 06, 2010","0.6875","0.6931","0.6971","0.6774","-0.58%"
"May 30, 2010","0.6915","0.6928","0.6931","0.6769","0.03%"
"May 23, 2010","0.6913","0.6914","0.7013","0.6843","0.03%"
"May 16, 2010","0.6911","0.6883","0.7027","0.6873","0.48%"
"May 09, 2010","0.6878","0.6732","0.6899","0.6641","1.82%"
"May 02, 2010","0.6755","0.6528","0.6908","0.6526","3.15%"
"Apr 25, 2010","0.6549","0.6498","0.6612","0.6452","0.72%"
"Apr 18, 2010","0.6502","0.6541","0.6583","0.6462","-0.12%"
"Apr 11, 2010","0.6510","0.6472","0.6521","0.6441","0.09%"
"Apr 04, 2010","0.6504","0.6548","0.6610","0.6495","-1.08%"
"Mar 28, 2010","0.6575","0.6688","0.6714","0.6533","-2.01%"
"Mar 21, 2010","0.6710","0.6671","0.6758","0.6616","0.74%"
"Mar 14, 2010","0.6661","0.6588","0.6677","0.6501","1.17%"
"Mar 07, 2010","0.6584","0.6605","0.6724","0.6570","-0.35%"
"Feb 28, 2010","0.6607","0.6595","0.6764","0.6576","0.75%"
"Feb 21, 2010","0.6558","0.6460","0.6601","0.6419","1.47%"
"Feb 14, 2010","0.6463","0.6377","0.6516","0.6322","1.40%"
"Feb 07, 2010","0.6374","0.6412","0.6439","0.6342","-0.31%"
"Jan 31, 2010","0.6394","0.6269","0.6428","0.6222","2.32%"
"Jan 24, 2010","0.6249","0.6207","0.6258","0.6143","0.66%"
"Jan 17, 2010","0.6208","0.6151","0.6220","0.6075","0.96%"
"Jan 10, 2010","0.6149","0.6221","0.6232","0.6113","-1.44%"
"Jan 03, 2010","0.6239","0.6200","0.6290","0.6156","0.89%"
"Dec 27, 2009","0.6184","0.6266","0.6317","0.6158","-1.28%"
"Dec 20, 2009","0.6264","0.6201","0.6281","0.6185","1.16%"
"Dec 13, 2009","0.6192","0.6151","0.6230","0.6093","0.63%"
"Dec 06, 2009","0.6153","0.6086","0.6186","0.6053","1.22%"
"Nov 29, 2009","0.6079","0.6055","0.6105","0.5979","0.12%"
"Nov 22, 2009","0.6072","0.6060","0.6146","0.5970","0.23%"
"Nov 15, 2009","0.6058","0.5982","0.6076","0.5924","1.12%"
"Nov 08, 2009","0.5991","0.6000","0.6055","0.5935","-0.42%"
"Nov 01, 2009","0.6016","0.6091","0.6150","0.6010","-1.09%"
"Oct 25, 2009","0.6082","0.6136","0.6154","0.6022","-0.82%"
"Oct 18, 2009","0.6132","0.6129","0.6158","0.5989","0.29%"
"Oct 11, 2009","0.6114","0.6304","0.6366","0.6096","-3.18%"
"Oct 04, 2009","0.6315","0.6273","0.6319","0.6202","0.67%"
"Sep 27, 2009","0.6273","0.6261","0.6341","0.6200","0.08%"
"Sep 20, 2009","0.6268","0.6166","0.6283","0.6072","1.99%"
"Sep 13, 2009","0.6146","0.5993","0.6162","0.5992","2.42%"
"Sep 06, 2009","0.6001","0.6100","0.6127","0.5972","-1.62%"
"Aug 30, 2009","0.6100","0.6147","0.6207","0.6092","-0.76%"
"Aug 23, 2009","0.6147","0.6058","0.6190","0.6042","1.47%"
"Aug 16, 2009","0.6058","0.6057","0.6145","0.6014","0.20%"
"Aug 09, 2009","0.6046","0.5997","0.6102","0.5980","0.87%"
"Aug 02, 2009","0.5994","0.5982","0.6006","0.5866","0.22%"
"Jul 26, 2009","0.5981","0.6078","0.6121","0.5976","-1.73%"
"Jul 19, 2009","0.6086","0.6118","0.6131","0.6028","-0.60%"
"Jul 12, 2009","0.6123","0.6176","0.6238","0.6068","-0.81%"
"Jul 05, 2009","0.6173","0.6143","0.6257","0.6104","0.87%"
"Jun 28, 2009","0.6120","0.6058","0.6135","0.5971","1.12%"
"Jun 21, 2009","0.6052","0.6056","0.6170","0.6022","-0.10%"
"Jun 14, 2009","0.6058","0.6087","0.6178","0.6035","-0.38%"
"Jun 07, 2009","0.6081","0.6267","0.6329","0.6015","-2.83%"
"May 31, 2009","0.6258","0.6182","0.6273","0.6000","1.28%"
"May 24, 2009","0.6179","0.6276","0.6339","0.6172","-1.53%"
"May 17, 2009","0.6275","0.6588","0.6616","0.6271","-4.85%"
"May 10, 2009","0.6595","0.6566","0.6641","0.6512","0.55%"
"May 03, 2009","0.6559","0.6698","0.6741","0.6552","-2.15%"
"Apr 26, 2009","0.6703","0.6819","0.6890","0.6689","-1.61%"
"Apr 19, 2009","0.6813","0.6762","0.6945","0.6750","0.78%"
"Apr 12, 2009","0.6760","0.6830","0.6846","0.6635","-0.82%"
"Apr 05, 2009","0.6816","0.6735","0.6858","0.6683","1.10%"
"Mar 29, 2009","0.6742","0.7018","0.7087","0.6734","-3.42%"
"Mar 22, 2009","0.6981","0.6902","0.7009","0.6765","1.00%"
"Mar 15, 2009","0.6912","0.7163","0.7222","0.6849","-3.26%"
"Mar 08, 2009","0.7145","0.7073","0.7323","0.7049","0.62%"
"Mar 01, 2009","0.7101","0.6996","0.7166","0.6990","1.62%"
"Feb 22, 2009","0.6988","0.6947","0.7087","0.6819","0.95%"
"Feb 15, 2009","0.6922","0.7037","0.7097","0.6906","-0.43%"
"Feb 08, 2009","0.6952","0.6766","0.7074","0.6672","2.93%"
"Feb 01, 2009","0.6754","0.6909","0.7117","0.6736","-1.96%"
"Jan 25, 2009","0.6889","0.7286","0.7381","0.6881","-4.89%"
"Jan 18, 2009","0.7243","0.6741","0.7407","0.6706","6.81%"
"Jan 11, 2009","0.6781","0.6605","0.6911","0.6600","2.98%"
"Jan 04, 2009","0.6585","0.6883","0.6931","0.6504","-4.36%"
"Dec 28, 2008","0.6885","0.6819","0.6966","0.6758","0.86%"
"Dec 21, 2008","0.6826","0.6688","0.6827","0.6668","1.90%"
"Dec 14, 2008","0.6699","0.6685","0.6751","0.6358","0.13%"
"Dec 07, 2008","0.6690","0.6784","0.6814","0.6613","-1.31%"
"Nov 30, 2008","0.6779","0.6506","0.6911","0.6493","4.31%"
"Nov 23, 2008","0.6499","0.6699","0.6738","0.6436","-3.19%"
"Nov 16, 2008","0.6713","0.6825","0.6828","0.6557","-0.94%"
"Nov 09, 2008","0.6777","0.6321","0.6871","0.6294","6.24%"
"Nov 02, 2008","0.6379","0.6217","0.6437","0.6096","2.51%"
"Oct 26, 2008","0.6223","0.6349","0.6546","0.5997","-0.89%"
"Oct 19, 2008","0.6279","0.5776","0.6550","0.5708","8.54%"
"Oct 12, 2008","0.5785","0.5842","0.5905","0.5672","-1.40%"
"Oct 05, 2008","0.5867","0.5655","0.5958","0.5650","3.93%"
"Sep 28, 2008","0.5645","0.5470","0.5697","0.5452","4.13%"
"Sep 21, 2008","0.5421","0.5454","0.5476","0.5355","-0.71%"
"Sep 14, 2008","0.5460","0.5557","0.5639","0.5437","-2.01%"
"Sep 07, 2008","0.5572","0.5598","0.5732","0.5562","-1.62%"
"Aug 31, 2008","0.5664","0.5517","0.5703","0.5515","3.15%"
"Aug 24, 2008","0.5491","0.5401","0.5503","0.5379","1.69%"
"Aug 17, 2008","0.5400","0.5364","0.5404","0.5320","0.77%"
"Aug 10, 2008","0.5359","0.5228","0.5402","0.5192","2.90%"
"Aug 03, 2008","0.5208","0.5062","0.5223","0.5059","2.88%"
"Jul 27, 2008","0.5062","0.5023","0.5070","0.5007","0.78%"
"Jul 20, 2008","0.5023","0.5010","0.5047","0.4980","0.38%"
"Jul 13, 2008","0.5004","0.5021","0.5047","0.4961","-0.40%"
"Jul 06, 2008","0.5024","0.5043","0.5090","0.5010","-0.38%"
"Jun 29, 2008","0.5043","0.5014","0.5053","0.4998","0.58%"
"Jun 22, 2008","0.5014","0.5062","0.5105","0.5011","-0.97%"
"Jun 15, 2008","0.5063","0.5133","0.5139","0.5052","-1.44%"
"Jun 08, 2008","0.5137","0.5074","0.5153","0.5049","1.20%"
"Jun 01, 2008","0.5076","0.5058","0.5139","0.5057","0.63%"
"May 25, 2008","0.5044","0.5047","0.5083","0.5038","-0.14%"
"May 18, 2008","0.5051","0.5109","0.5141","0.5036","-1.17%"
"May 11, 2008","0.5111","0.5126","0.5164","0.5093","-0.12%"
"May 04, 2008","0.5117","0.5067","0.5139","0.5054","0.85%"
"Apr 27, 2008","0.5074","0.5038","0.5096","0.5008","0.69%"
"Apr 20, 2008","0.5039","0.5005","0.5082","0.4992","0.66%"
"Apr 13, 2008","0.5006","0.5086","0.5103","0.5000","-1.34%"
"Apr 06, 2008","0.5074","0.5014","0.5090","0.5014","1.10%"
"Mar 30, 2008","0.5019","0.5008","0.5069","0.4988","0.10%"
"Mar 23, 2008","0.5014","0.5046","0.5061","0.4951","-0.59%"
"Mar 16, 2008","0.5044","0.4955","0.5068","0.4932","1.82%"
"Mar 09, 2008","0.4954","0.4958","0.5002","0.4902","-0.20%"
"Mar 02, 2008","0.4964","0.5027","0.5071","0.4946","-1.37%"
